Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Experience_Ratio,Engagement_Score,Promotion_Delay_Ratio,Attrition_Probability,Risk_Category
36,1,2,885,1,16,4,1,3,0,43,4,1,2,1,2,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,144.3684210526316,2.75,0.8333333333333334,0.43840121686241196,Medium Risk
39,0,1,945,1,22,3,3,4,0,82,3,3,4,1,2,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,494.54545454545456,2.75,0.09090909090909091,0.6449753379768581,High Risk
33,0,0,1038,2,8,1,1,2,0,88,2,1,8,4,2,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,585.5,3.0,0.6666666666666666,0.352539651414258,Medium Risk
45,0,2,1234,2,11,2,1,4,0,90,3,4,3,4,1,17650,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,653.7037037037037,3.25,0.1,0.016404903104888666,Low Risk
32,0,0,1109,1,29,4,3,4,0,69,3,1,2,3,2,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,365.90909090909093,3.0,0.7777777777777778,0.6759192597722605,High Risk
34,0,2,216,2,1,4,2,2,1,75,4,2,7,4,0,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,572.0588235294117,3.5,0.0,0.0731093501180279,Low Risk
59,0,2,1089,2,1,2,5,2,1,66,3,3,3,4,1,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,793.6,3.0,0.0,0.4698664428885537,Medium Risk
45,0,2,788,0,24,4,3,2,1,36,3,1,1,2,2,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,311.0,2.0,0.0,0.5093492871460058,Medium Risk
53,0,1,124,2,2,3,2,3,0,38,2,3,7,2,1,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,242.74193548387098,2.0,0.375,0.24136627322932888,Low Risk
36,1,2,660,1,15,3,4,1,1,81,3,2,2,3,0,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,483.4,2.25,0.0,0.627087267203755,High Risk
26,1,1,342,1,2,3,1,1,1,57,3,1,6,1,1,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,291.7142857142857,1.75,0.25,0.933743959457235,High Risk
34,0,2,1333,2,10,4,1,3,0,87,3,1,8,3,1,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,1110.0,3.25,0.0,0.6491508476525356,High Risk
28,0,2,1144,2,10,1,3,4,1,74,3,1,8,2,1,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,526.0,2.75,0.0,0.4037588989598534,Medium Risk
38,0,1,1186,1,3,4,4,3,1,44,3,1,6,3,1,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,313.44444444444446,2.5,0.6666666666666666,0.2269735538310882,Low Risk
50,0,2,1464,1,2,4,3,2,1,62,3,5,5,3,1,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,641.2333333333333,3.0,0.7777777777777778,0.15336093354964422,Low Risk
37,0,2,124,1,3,3,4,4,0,35,3,2,0,2,2,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,456.3333333333333,2.5,0.0,0.48327173407827506,Medium Risk
40,0,2,300,2,26,3,2,3,1,74,3,2,7,1,1,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,932.8888888888889,2.25,0.875,0.6304546739460076,High Risk
26,0,1,921,1,1,1,3,1,0,66,2,1,6,3,0,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,334.5,2.25,0.16666666666666666,0.16389730769278843,Low Risk
46,0,2,430,1,1,4,3,4,1,40,3,5,5,4,0,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,817.7916666666666,3.75,0.6666666666666666,0.01041491238689058,Low Risk
54,0,2,1082,2,2,4,1,3,0,41,2,3,7,3,1,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,763.2857142857143,2.5,0.7,0.4321049550025715,Medium Risk
56,0,1,1240,1,9,3,3,1,0,63,3,1,6,3,1,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,154.8421052631579,2.25,0.0,0.0899952644569911,Low Risk
36,0,2,796,1,12,5,3,4,0,51,2,3,4,4,2,8858,15669,0,0,11,3,2,0,15,2,2,14,8,7,8,553.625,3.0,0.4666666666666667,0.2415012304953096,Low Risk
55,0,0,444,1,2,1,3,3,1,40,2,4,3,1,2,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,523.625,2.0,0.6,0.27520757819532077,Low Risk
43,0,2,415,2,25,3,3,3,1,79,2,3,7,4,0,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,568.3157894736842,3.0,0.0,0.16823282795571012,Low Risk
20,1,1,769,2,9,3,2,4,0,54,3,1,8,4,2,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,774.3333333333334,3.25,0.0,0.7186617550834895,High Risk
21,1,2,1334,1,10,3,1,3,0,36,2,1,2,1,2,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,708.0,1.75,0.5,0.7662762644734478,High Risk
46,0,2,1003,1,8,4,1,4,0,74,2,2,6,1,0,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,230.75,2.0,0.058823529411764705,0.35720406014900435,Medium Risk
51,1,2,1323,1,4,4,1,1,1,34,3,1,6,3,1,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7,129.52631578947367,2.5,0.18181818181818182,0.7918823552968351,High Risk
28,1,0,1366,1,24,2,5,2,1,72,2,3,0,1,2,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,792.9090909090909,1.5,0.09090909090909091,0.7032287062197834,High Risk
26,0,2,192,1,1,2,3,1,1,59,2,1,2,1,1,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,565.0,1.25,0.16666666666666666,0.724325190161239,High Risk
30,0,2,1176,1,20,3,4,3,1,85,3,2,4,1,1,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,1244.625,2.5,0.0,0.4612421246555742,Medium Risk
41,0,2,509,1,7,2,5,2,0,43,4,1,6,3,1,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,306.90909090909093,3.0,0.0,0.0931214038154953,Low Risk
38,0,2,330,1,17,1,1,3,0,65,2,3,0,3,1,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9,420.14285714285717,2.25,0.05,0.10302625754486174,Low Risk
40,0,2,1492,1,20,4,5,1,1,61,3,3,0,4,1,10322,26542,4,0,20,4,4,1,14,6,3,11,10,11,1,688.1333333333333,3.0,0.9166666666666666,0.40872986115046295,Medium Risk
27,0,0,1277,1,8,5,1,1,1,87,1,1,2,3,1,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,1155.25,2.25,0.25,0.3711442757653619,Medium Risk
55,0,1,1091,1,2,1,1,4,1,65,3,3,4,2,1,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,457.3333333333333,2.75,0.25,0.020874460930903508,Low Risk
28,0,2,857,1,10,3,4,3,0,59,3,2,6,3,2,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,332.72727272727275,3.25,0.1111111111111111,0.10351463696780758,Low Risk
44,1,2,1376,0,1,2,3,2,1,91,2,3,1,1,1,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6,419.28,2.25,0.14285714285714285,0.4764611271381499,Medium Risk
33,0,2,654,1,5,3,1,4,1,34,2,3,0,4,0,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,711.9,3.25,0.25,0.10251205527321308,Low Risk
35,1,2,1204,2,4,3,5,4,1,86,3,3,7,1,2,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,958.2,2.25,0.4444444444444444,0.6800086706613258,High Risk
33,1,1,827,1,29,4,3,1,0,54,2,2,6,3,2,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,300.53333333333336,2.0,0.21428571428571427,0.5030991447225143,Medium Risk
28,0,2,895,1,15,2,1,1,1,50,3,1,2,3,0,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,441.4,2.75,0.4,0.28800756037098346,Low Risk
34,0,1,618,1,3,1,1,1,1,45,3,2,0,4,2,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,969.5,2.75,0.0,0.3540641046856087,Medium Risk
37,0,2,309,2,10,4,1,4,0,88,2,2,7,4,0,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,743.7777777777778,3.25,0.0,0.2580522210296873,Low Risk
25,1,2,1219,1,4,1,5,4,1,32,3,1,2,4,1,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,461.375,3.25,0.625,0.3451879657012738,Medium Risk
26,1,2,1330,1,21,3,3,1,1,37,3,1,2,3,0,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,1188.5,2.5,0.0,0.75189494064617,High Risk
33,1,2,1017,1,25,3,3,1,1,55,2,1,6,2,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,385.5,1.75,0.6666666666666666,0.9824817750357159,High Risk
42,0,2,469,1,2,2,3,4,1,35,3,4,3,1,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,736.0416666666666,3.0,0.5652173913043478,0.17786291556973077,Low Risk
28,1,1,1009,1,1,3,3,1,1,45,2,1,2,2,0,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,1298.0,1.5,0.0,0.744637617732892,High Risk
50,1,1,959,2,1,4,4,4,1,81,3,2,7,3,2,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,788.0,3.5,0.0,0.6525242085421304,High Risk
33,0,1,970,2,7,3,1,4,0,30,3,2,7,2,1,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,860.4,3.0,0.0,0.12942153248363714,Low Risk
34,0,0,697,1,3,4,1,3,1,40,2,1,6,4,1,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,425.57142857142856,3.25,0.0,0.12952433003127645,Low Risk
48,0,0,1262,1,1,4,3,1,1,35,4,4,3,4,2,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,603.0357142857143,3.0,0.3333333333333333,0.031547787942261186,Low Risk
45,0,0,1050,2,9,4,1,2,0,65,2,2,7,3,1,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,349.5625,2.75,0.25,0.1002424843142836,Low Risk
52,0,2,994,1,7,4,1,2,1,87,3,3,0,2,2,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,549.7368421052631,2.75,0.4444444444444444,0.3183806285655153,Medium Risk
38,0,2,770,2,10,4,2,3,1,73,2,3,7,3,0,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,874.0,2.5,0.2222222222222222,0.319935492927272,Medium Risk
29,0,2,1107,1,28,4,1,3,0,93,3,1,6,4,0,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,209.5,2.75,0.125,0.11870116971561687,Low Risk
28,0,2,950,1,3,3,3,4,0,93,3,3,4,2,0,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,695.9090909090909,2.75,0.1,0.015863166792411117,Low Risk
46,0,2,406,2,3,1,2,1,1,52,3,4,3,3,1,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,727.7083333333334,2.75,0.3076923076923077,0.05362472426666403,Low Risk
38,0,2,130,2,2,2,2,4,1,32,3,3,7,2,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,668.2727272727273,3.0,0.0,0.545607479529732,Medium Risk
43,0,1,1082,1,27,3,1,3,0,83,3,3,4,1,1,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,569.4736842105264,2.5,0.0,0.29710605873941054,Low Risk
39,1,1,203,1,2,3,1,1,1,84,3,4,0,4,0,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,553.1363636363636,3.0,0.5789473684210527,0.28030636348070487,Low Risk
40,0,2,1308,1,14,3,3,3,1,44,2,5,5,3,2,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9,892.0909090909091,2.25,0.19047619047619047,0.11497254810184374,Low Risk
21,0,2,984,1,1,1,5,4,0,70,2,1,6,2,2,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,690.0,2.75,0.6666666666666666,0.7426953841435266,High Risk
39,0,0,439,1,9,3,1,3,1,70,3,2,2,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,678.2,2.75,0.0,0.5709230231399927,Medium Risk
36,0,0,217,1,18,4,1,1,1,78,3,2,4,4,2,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,409.42105263157896,2.25,0.0,0.23894107799492365,Low Risk
31,0,1,793,2,20,3,1,3,1,67,4,1,8,4,1,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,697.75,3.0,0.6666666666666666,0.2460451430879106,Low Risk
28,0,2,1451,1,2,1,1,1,1,67,2,1,6,2,1,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,457.2857142857143,1.5,0.0,0.5185950540265176,Medium Risk
35,0,1,1182,2,11,2,2,4,1,54,3,2,7,4,0,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,828.0,3.75,0.0,0.09394139684373135,Low Risk
49,0,2,174,2,8,4,5,4,1,56,2,4,7,2,1,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,570.4347826086956,2.5,0.2,0.19303340471141134,Low Risk
34,0,1,1003,1,2,2,1,4,1,95,3,2,4,3,2,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,672.1666666666666,3.5,0.0,0.18661809861258236,Low Risk
29,0,1,490,1,10,3,1,4,0,61,3,1,6,2,0,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,365.6666666666667,3.25,0.125,0.07967578565084646,Low Risk
42,0,2,188,1,29,3,3,2,1,56,1,2,2,4,2,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,251.2941176470588,2.0,0.0,0.7978776327481849,High Risk
29,0,2,718,1,8,1,3,2,1,79,2,2,4,4,1,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,459.6363636363636,2.75,0.09090909090909091,0.705500858940608,High Risk
38,0,2,433,0,1,3,0,3,1,37,4,1,1,3,1,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,355.5,3.5,0.625,0.08452226590958646,Low Risk
28,0,1,773,1,6,3,1,3,1,39,2,1,6,3,0,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,675.75,3.0,0.0,0.5767844395626157,Medium Risk
18,1,0,247,1,8,1,3,3,1,80,3,1,2,3,2,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,1904.0,3.25,0.0,0.879641271357303,High Risk
33,1,2,603,2,9,4,2,1,0,77,3,2,7,1,2,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,1174.857142857143,1.5,0.0,0.9208875928460983,High Risk
41,0,2,167,1,12,4,1,2,1,46,3,1,2,4,1,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,680.8571428571429,2.5,0.0,0.7986211496263498,High Risk
31,1,1,874,1,15,3,3,3,1,72,3,1,2,3,1,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,870.0,3.0,0.6666666666666666,0.35411956476595763,Medium Risk
37,0,2,367,1,25,2,3,3,0,52,2,2,0,4,0,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,573.1,3.0,0.14285714285714285,0.3963749876728548,Medium Risk
27,0,2,199,1,6,3,1,4,1,55,2,1,6,3,1,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,507.8,3.0,0.4,0.38323255541928136,Medium Risk
34,0,2,1400,2,9,1,1,2,0,70,3,2,7,3,1,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,816.2857142857143,2.25,0.14285714285714285,0.27967930616290615,Low Risk
35,0,2,528,0,8,4,5,3,1,100,3,1,1,3,2,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,617.5714285714286,2.75,0.16666666666666666,0.34735597678874464,Medium Risk
29,1,2,408,2,23,1,1,4,0,45,2,3,7,1,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,611.3333333333334,2.0,0.25,0.36973481914562495,Medium Risk
40,0,1,593,1,9,4,3,2,0,88,3,3,5,3,2,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,642.8095238095239,2.75,0.10526315789473684,0.17575429607576237,Low Risk
42,1,1,481,2,12,3,1,3,1,44,3,4,7,1,2,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,598.1739130434783,2.25,0.5909090909090909,0.847615408272819,High Risk
42,0,2,647,2,4,4,2,2,1,45,3,2,7,1,2,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,515.5,2.5,0.14285714285714285,0.6067865310254827,High Risk
35,0,2,982,1,1,4,3,4,1,58,2,1,2,3,1,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,205.27272727272728,2.75,0.1111111111111111,0.4507565807364998,Medium Risk
24,0,2,477,1,24,3,3,4,1,49,3,1,2,2,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,513.8571428571429,3.25,0.2,0.7466749031272077,High Risk
28,1,2,1485,1,12,1,1,3,0,79,3,1,2,4,1,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,1257.5,3.5,0.0,0.6801714621878169,High Risk
26,0,2,1384,1,3,4,3,1,1,82,4,1,2,4,1,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,491.1111111111111,2.75,0.0,0.07875661600785203,Low Risk
30,0,2,852,2,10,3,2,3,1,72,2,2,7,3,1,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,598.0,2.25,0.09090909090909091,0.3653325926338163,Medium Risk
40,0,1,902,1,26,2,3,3,0,92,2,2,6,4,1,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,260.11764705882354,3.25,0.0,0.6204278541066431,High Risk
35,0,2,819,1,2,3,1,3,1,44,2,3,4,2,0,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,642.125,2.25,0.75,0.08035889873804215,Low Risk
34,0,1,669,1,1,3,3,4,1,97,2,2,0,1,2,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,356.2,2.5,0.2857142857142857,0.25861857075725997,Low Risk
35,0,1,636,1,4,4,4,4,1,47,2,1,2,4,1,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,792.0,3.0,0.6666666666666666,0.30602319471754874,Medium Risk
43,1,2,1372,2,9,3,2,1,0,85,1,2,7,3,2,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,668.25,1.75,0.2,0.8813379924006272,High Risk
32,0,0,862,2,2,1,1,3,0,76,3,1,8,1,0,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,1413.5,2.5,0.0,0.3520447281461691,Medium Risk
56,0,2,718,1,4,4,5,4,0,92,3,5,3,1,0,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,687.6896551724138,3.0,0.6666666666666666,0.017455168959706113,Low Risk
29,0,2,1401,1,6,1,3,2,0,54,3,1,2,4,1,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,284.6363636363636,2.5,0.0,0.06297389263776135,Low Risk
19,0,2,645,1,9,2,1,3,1,54,3,1,6,1,2,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,1276.0,2.5,0.0,0.6383018223183168,High Risk
45,0,2,1457,1,7,3,3,1,0,83,3,1,6,3,1,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,559.625,2.5,0.0,0.6266037950568453,High Risk
37,0,2,977,1,1,3,1,4,0,56,2,2,4,4,1,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,431.6,3.0,0.2,0.04133872877841578,Low Risk
20,0,2,805,1,3,3,1,1,1,87,2,1,2,3,2,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,1011.0,1.75,0.3333333333333333,0.8602975655031911,High Risk
44,1,2,1097,1,10,4,1,3,1,96,3,1,6,3,2,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,419.42857142857144,3.0,0.0,0.5834595899692546,Medium Risk
53,0,2,1223,1,7,2,3,4,0,50,3,5,3,3,0,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,689.1111111111111,3.0,0.5,0.0015399053813525223,Low Risk
29,0,2,942,1,15,1,1,2,0,69,1,1,6,4,1,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,309.7142857142857,2.0,0.16666666666666666,0.7469914962704757,High Risk
22,1,1,1256,1,3,4,1,3,1,48,2,1,6,4,1,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,1426.5,2.75,0.0,0.7297170360130207,High Risk
46,0,2,1402,2,2,3,2,3,0,69,3,4,3,1,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,587.8620689655172,2.0,0.5555555555555556,0.510158460797288,Medium Risk
44,0,0,111,1,17,3,1,4,1,74,1,1,6,3,2,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,327.14285714285717,3.0,0.0,0.46358860043835043,Medium Risk
33,0,2,147,0,2,3,0,2,1,99,3,1,1,3,1,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,600.0,3.0,0.16666666666666666,0.11509674307076787,Low Risk
41,1,0,906,1,5,2,1,1,1,95,2,1,6,1,0,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,351.1666666666667,1.25,0.0,0.7680737613311354,High Risk
30,0,2,1329,2,29,4,1,3,1,61,3,2,7,1,0,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,457.22222222222223,2.5,0.0,0.3892443899150948,Medium Risk
40,0,1,1184,2,2,4,3,2,1,62,3,2,7,2,1,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,721.1666666666666,2.75,0.0,0.4641489268273252,Medium Risk
50,0,1,1421,1,2,3,3,4,0,30,3,4,3,1,1,17856,9490,2,0,22,4,3,1,32,3,3,2,2,2,2,541.0909090909091,2.75,0.6666666666666666,0.0076927315337974615,Low Risk
28,0,2,1179,1,19,4,3,4,1,78,2,1,2,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,456.57142857142856,2.5,0.42857142857142855,0.44619186789731347,Medium Risk
46,0,2,1450,1,15,2,1,4,1,52,3,5,5,2,1,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,733.8846153846154,2.5,0.0,0.028321043676054296,Low Risk
35,0,2,1361,2,17,4,1,3,1,94,3,2,7,1,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,560.375,2.75,0.125,0.33530215298806126,Medium Risk
24,1,2,984,1,17,2,1,4,0,97,3,1,2,2,1,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,1105.0,2.5,0.0,0.5834621900436607,Medium Risk
33,0,1,1146,2,25,3,3,2,0,82,3,2,7,3,1,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,412.6363636363636,2.25,0.0,0.4726769093020822,Medium Risk
36,0,2,917,1,6,4,1,3,1,60,1,1,2,3,0,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,342.625,2.5,0.125,0.09184330487133967,Low Risk
30,0,2,853,1,7,4,1,3,1,49,3,2,2,3,0,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,317.3636363636364,2.5,0.7272727272727273,0.11888012721136358,Low Risk
44,0,2,200,1,29,4,4,4,1,32,3,2,6,4,2,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17,216.23809523809524,3.25,0.6190476190476191,0.27970901868928044,Low Risk
20,0,2,654,2,21,3,2,3,1,43,4,1,8,4,2,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,892.6666666666666,3.75,0.6666666666666666,0.47753454429586145,Medium Risk
46,0,2,150,1,2,4,5,4,1,60,3,2,4,4,0,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,567.6153846153846,3.5,0.14285714285714285,0.0637949871811949,Low Risk
42,0,0,179,0,2,5,3,4,1,79,4,2,1,1,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,570.1818181818181,2.5,0.0,0.11928652525495026,Low Risk
60,0,2,696,2,7,4,2,2,1,52,4,2,7,4,0,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,401.53846153846155,3.0,0.08333333333333333,0.10431101016002325,Low Risk
32,0,1,116,1,13,3,4,3,0,77,2,1,2,2,1,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,914.3333333333334,2.5,0.6666666666666666,0.5753288801265455,Medium Risk
32,0,1,1316,1,2,2,1,4,0,38,3,2,6,3,2,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,454.3636363636364,3.5,0.0,0.19643579934468447,Low Risk
36,0,2,363,1,1,3,5,3,0,77,1,3,4,1,0,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,569.5555555555555,2.0,0.875,0.49969772011997027,Medium Risk
33,0,2,117,1,9,3,3,1,1,60,3,1,6,4,1,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,173.8125,2.5,0.26666666666666666,0.15169884095286626,Low Risk
40,0,2,107,2,10,3,5,2,0,84,2,2,7,2,0,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,856.5,2.0,0.16666666666666666,0.736436505377496,High Risk
25,0,2,1356,2,10,4,1,3,1,57,3,2,7,4,2,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,825.0,3.0,0.2,0.3198526906008049,Medium Risk
30,0,2,1465,1,1,3,3,4,1,63,3,1,6,2,1,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,275.3076923076923,2.5,0.4166666666666667,0.39863389775205826,Medium Risk
42,0,1,458,1,26,5,3,1,0,60,3,3,5,1,1,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,628.1428571428571,2.0,0.0,0.5880980517327313,Medium Risk
35,0,0,1212,2,8,2,2,3,0,78,2,3,7,4,1,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,610.4117647058823,2.75,0.2857142857142857,0.4063276374278629,Medium Risk
27,0,2,1103,1,14,3,1,1,1,42,3,1,6,1,1,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,223.5,2.25,0.6,0.7897836472209533,High Risk
54,0,1,966,1,1,4,1,4,0,53,3,3,4,3,0,10502,9659,7,0,17,3,1,1,33,2,1,5,4,1,4,308.88235294117646,2.75,0.16666666666666666,0.02334525834870617,Low Risk
44,0,2,1117,1,2,1,1,1,0,72,4,1,6,4,1,2011,19982,1,0,13,3,4,1,10,5,3,10,5,7,7,182.8181818181818,3.25,0.6363636363636364,0.06953542502397439,Low Risk
19,1,0,504,1,10,3,3,1,0,96,2,1,6,2,2,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,929.5,1.75,0.0,0.9500310336013872,High Risk
29,0,2,1010,1,1,3,1,1,0,97,3,1,6,4,0,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,940.0,2.25,0.25,0.08431492960148455,Low Risk
